status,issue,title,validator comment 1,validator comment 2,validator comment 3,root cause 1,root cause 2,root cause 3,merged root cause,primary finding,proposed root cause group,,,,,
Satisfactory,validation-517,User Unable To Partially Repay Debt To Avoid Liquidation,,"allow partial repay for overdued loan, maybe by design",Inadequate remediation for underwater borrowers,,https://github.com/code-423n4/2024-06-size/blob/main/src/libraries/actions/Compensate.sol#L51-L53,https://github.com/code-423n4/2024-06-size/blob/main/src/Size.sol#L250,"""https://github.com/code-423n4/2024-06-size/blob/main/src/Size.sol#L250,https://github.com/code-423n4/2024-06-size/blob/main/src/libraries/actions/Compensate.sol#L51-L53""",validation-284,"""DUPE-Compensate-005,DUPE-Size-003""",DUPE-AccountingLibrary-002,DUPE-AccountingLibrary-002,DUPE-LiquidateWithReplacement-001,,
Satisfactory,validation-290,Insufficient validation of `maxDueDate` presents a risk for lenders allowing unintended 0% APR loans,,maxduedate,Low QA on user input mistake,https://github.com/code-423n4/2024-06-size/blob/main/src/libraries/actions/BuyCreditLimit.sol#L42,https://github.com/code-423n4/2024-06-size/blob/main/src/libraries/actions/BuyCreditLimit.sol#L42,,https://github.com/code-423n4/2024-06-size/blob/main/src/libraries/actions/BuyCreditLimit.sol#L42,validation-290,DUPE-BuyCreditLimit-001,,,,,
Satisfactory,validation-302,Excess Collateral Not Returned to Borrower in High-Collateral Liquidation Scenarios,,excess collateral not returned to borrower,Flawed calculation affecting borrower with healthier collateral ratio status,,https://github.com/code-423n4/2024-06-size/blob/main/src/libraries/actions/Liquidate.sol#L104-L112,https://github.com/code-423n4/2024-06-size/blob/main/src/libraries/actions/Liquidate.sol#L90-L113,https://github.com/code-423n4/2024-06-size/blob/main/src/libraries/actions/Liquidate.sol#L90-L113,validation-302,DUPE-Liquidate-001,,,,,
Satisfactory,validation-303,Inadequate checks to confirm the correct status of the sequecnce/sequecncerUptimeFeed in `PriceFeed.getPrice()` contract.,interesting chainlink,oracle sequecncer,Known Chainlink readme issue,https://github.com/code-423n4/2024-06-size/blob/main/src/oracle/PriceFeed.sol#L73,https://github.com/code-423n4/2024-06-size/blob/main/src/oracle/PriceFeed.sol#L63-L77,,https://github.com/code-423n4/2024-06-size/blob/main/src/oracle/PriceFeed.sol#L63-L77,validation-303,DUPE-PriceFeed-001,,,,,
Satisfactory,validation-308,Users can end up with unwanted debt,exit?,same struct order cause unexpected borrow,Intended design,,"""https://github.com/code-423n4/2024-06-size/blob/main/src/Size.sol#L177-L186,https://github.com/code-423n4/2024-06-size/blob/main/src/libraries/actions/BuyCreditMarket.sol#L86-L88""",,"""https://github.com/code-423n4/2024-06-size/blob/main/src/Size.sol#L177-L186,https://github.com/code-423n4/2024-06-size/blob/main/src/libraries/actions/BuyCreditMarket.sol#L86-L88""",validation-308,"""DUPE-BuyCreditMarket-002,DUPE-Size-004""",,,,,
Satisfactory,validation-111,Wrong calculation of `liquidatorReward` in `executeLiquidate`,units,liquidatorreward,18 decimal debtInCollateralToken NOT used,https://github.com/code-423n4/2024-06-size/blob/main/src/libraries/actions/Liquidate.sol#L96-L99,https://github.com/code-423n4/2024-06-size/blob/main/src/libraries/actions/Liquidate.sol#L96-L99,https://github.com/code-423n4/2024-06-size/blob/main/src/libraries/actions/Liquidate.sol#L96-L99,https://github.com/code-423n4/2024-06-size/blob/main/src/libraries/actions/Liquidate.sol#L96-L99,validation-323,DUPE-Liquidate-001,DUPE-AccountingLibrary-001,DUPE-AccountingLibrary-002,,,
Satisfactory,validation-141,Incorrect calculation of the cap on the liquidation reward leads to loss of funds,units,liquidatorreward,18 decimal debtInCollateralToken NOT used,https://github.com/code-423n4/2024-06-size/blob/main/src/libraries/actions/Liquidate.sol#L96-L99,https://github.com/code-423n4/2024-06-size/blob/main/src/libraries/actions/Liquidate.sol#L96-L99,https://github.com/code-423n4/2024-06-size/blob/main/src/libraries/actions/Liquidate.sol#L96-L99,https://github.com/code-423n4/2024-06-size/blob/main/src/libraries/actions/Liquidate.sol#L96-L99,validation-323,DUPE-Liquidate-001,,,,,
Satisfactory,validation-159,"Because of a decimal issue, the liquidator gets next to nothing as a liquidation rewards when liquidating a borrow position",units,liquidatorreward,18 decimal debtInCollateralToken NOT used,https://github.com/code-423n4/2024-06-size/blob/main/src/libraries/actions/Liquidate.sol#L96-L99,https://github.com/code-423n4/2024-06-size/blob/main/src/libraries/actions/Liquidate.sol#L96-L99,https://github.com/code-423n4/2024-06-size/blob/main/src/libraries/actions/Liquidate.sol#L96-L99,https://github.com/code-423n4/2024-06-size/blob/main/src/libraries/actions/Liquidate.sol#L96-L99,validation-323,DUPE-Liquidate-001,,,,,
Satisfactory,validation-187,liquidatorReward is Incorrectly calculated: Inconsistent Units,units,liquidatorreward,18 decimal debtInCollateralToken NOT used,https://github.com/code-423n4/2024-06-size/blob/main/src/libraries/actions/Liquidate.sol#L96-L99,https://github.com/code-423n4/2024-06-size/blob/main/src/libraries/actions/Liquidate.sol#L96-L99,https://github.com/code-423n4/2024-06-size/blob/main/src/libraries/actions/Liquidate.sol#L96-L99,https://github.com/code-423n4/2024-06-size/blob/main/src/libraries/actions/Liquidate.sol#L96-L99,validation-323,DUPE-Liquidate-001,,,,,
Satisfactory,validation-191,`executeLiquidate()` liquidaterReward is totally underestimated because the computation computes `futureValue` as 6 decimals,units,liquidatorreward,18 decimal debtInCollateralToken NOT used,https://github.com/code-423n4/2024-06-size/blob/main/src/libraries/actions/Liquidate.sol#L96-L99,https://github.com/code-423n4/2024-06-size/blob/main/src/libraries/actions/Liquidate.sol#L96-L99,https://github.com/code-423n4/2024-06-size/blob/main/src/libraries/actions/Liquidate.sol#L96-L99,https://github.com/code-423n4/2024-06-size/blob/main/src/libraries/actions/Liquidate.sol#L96-L99,validation-323,DUPE-Liquidate-001,,,,,
Satisfactory,validation-203,The method of calculate liquidator reward is incorrect,units,liquidatorreward,18 decimal debtInCollateralToken NOT used,https://github.com/code-423n4/2024-06-size/blob/main/src/libraries/actions/Liquidate.sol#L96-L99,https://github.com/code-423n4/2024-06-size/blob/main/src/libraries/actions/Liquidate.sol#L96-L99,https://github.com/code-423n4/2024-06-size/blob/main/src/libraries/actions/Liquidate.sol#L96-L99,https://github.com/code-423n4/2024-06-size/blob/main/src/libraries/actions/Liquidate.sol#L96-L99,validation-323,DUPE-Liquidate-001,,,,,
Satisfactory,validation-213,Errors in the calculation of the liquidator's reward result in the protocol not being able to correctly allocate the liquidation reward,units,liquidatorreward,18 decimal debtInCollateralToken NOT used,https://github.com/code-423n4/2024-06-size/blob/main/src/libraries/actions/Liquidate.sol#L96-L99,https://github.com/code-423n4/2024-06-size/blob/main/src/libraries/actions/Liquidate.sol#L96-L99,https://github.com/code-423n4/2024-06-size/blob/main/src/libraries/actions/Liquidate.sol#L96-L99,https://github.com/code-423n4/2024-06-size/blob/main/src/libraries/actions/Liquidate.sol#L96-L99,validation-323,DUPE-Liquidate-001,,,,,
Satisfactory,validation-222,Liquidators are unfairly robbed of their liquidation reward,units,liquidatorreward,18 decimal debtInCollateralToken NOT used,https://github.com/code-423n4/2024-06-size/blob/main/src/libraries/actions/Liquidate.sol#L96-L99,https://github.com/code-423n4/2024-06-size/blob/main/src/libraries/actions/Liquidate.sol#L96-L99,https://github.com/code-423n4/2024-06-size/blob/main/src/libraries/actions/Liquidate.sol#L96-L99,https://github.com/code-423n4/2024-06-size/blob/main/src/libraries/actions/Liquidate.sol#L96-L99,validation-323,DUPE-Liquidate-001,,,,,
Satisfactory,validation-229,"Liquidator would never see intended profit from liquidations, due to bad liquidatorReward calculation",units,liquidatorreward,18 decimal debtInCollateralToken NOT used,https://github.com/code-423n4/2024-06-size/blob/main/src/libraries/actions/Liquidate.sol#L96-L99,https://github.com/code-423n4/2024-06-size/blob/main/src/libraries/actions/Liquidate.sol#L96-L99,https://github.com/code-423n4/2024-06-size/blob/main/src/libraries/actions/Liquidate.sol#L96-L99,https://github.com/code-423n4/2024-06-size/blob/main/src/libraries/actions/Liquidate.sol#L96-L99,validation-323,DUPE-Liquidate-001,,,,,
Satisfactory,validation-257,Liquidator rewards are inflated.,units,liquidatorreward,18 decimal debtInCollateralToken NOT used,https://github.com/code-423n4/2024-06-size/blob/main/src/libraries/actions/Liquidate.sol#L96-L99,https://github.com/code-423n4/2024-06-size/blob/main/src/libraries/actions/Liquidate.sol#L96-L99,https://github.com/code-423n4/2024-06-size/blob/main/src/libraries/actions/Liquidate.sol#L96-L99,https://github.com/code-423n4/2024-06-size/blob/main/src/libraries/actions/Liquidate.sol#L96-L99,validation-323,DUPE-Liquidate-001,,,,,
Satisfactory,validation-272,Incorrect computation of liquidator's reward,units,liquidatorreward,18 decimal debtInCollateralToken NOT used,https://github.com/code-423n4/2024-06-size/blob/main/src/libraries/actions/Liquidate.sol#L96-L99,https://github.com/code-423n4/2024-06-size/blob/main/src/libraries/actions/Liquidate.sol#L96-L99,https://github.com/code-423n4/2024-06-size/blob/main/src/libraries/actions/Liquidate.sol#L96-L99,https://github.com/code-423n4/2024-06-size/blob/main/src/libraries/actions/Liquidate.sol#L96-L99,validation-323,DUPE-Liquidate-001,,,,,
Satisfactory,validation-298,Issues Arising from Liquidation Reward Misvaluation/Miscalculation,units,liquidatorreward,18 decimal debtInCollateralToken NOT used,https://github.com/code-423n4/2024-06-size/blob/main/src/libraries/actions/Liquidate.sol#L96-L99,https://github.com/code-423n4/2024-06-size/blob/main/src/libraries/actions/Liquidate.sol#L96-L99,https://github.com/code-423n4/2024-06-size/blob/main/src/libraries/actions/Liquidate.sol#L96-L99,https://github.com/code-423n4/2024-06-size/blob/main/src/libraries/actions/Liquidate.sol#L96-L99,validation-323,DUPE-Liquidate-001,,,,,
Satisfactory,validation-316,Liquidation reward is calculated incorrectly and will always be very low which presents no incentive for liquidators to liquidate underwater/overdue positions,units,liquidatorreward,18 decimal debtInCollateralToken NOT used,https://github.com/code-423n4/2024-06-size/blob/main/src/libraries/actions/Liquidate.sol#L96-L99,https://github.com/code-423n4/2024-06-size/blob/main/src/libraries/actions/Liquidate.sol#L96-L99,https://github.com/code-423n4/2024-06-size/blob/main/src/libraries/actions/Liquidate.sol#L96-L99,https://github.com/code-423n4/2024-06-size/blob/main/src/libraries/actions/Liquidate.sol#L96-L99,validation-323,DUPE-Liquidate-001,,,,,
Satisfactory,validation-319,Unexpected reverts or no incentives during liquidation due to wrong liquidatorReward calculation.,units,liquidatorreward,18 decimal debtInCollateralToken NOT used,https://github.com/code-423n4/2024-06-size/blob/main/src/libraries/actions/Liquidate.sol#L96-L99,https://github.com/code-423n4/2024-06-size/blob/main/src/libraries/actions/Liquidate.sol#L96-L99,https://github.com/code-423n4/2024-06-size/blob/main/src/libraries/actions/Liquidate.sol#L96-L99,https://github.com/code-423n4/2024-06-size/blob/main/src/libraries/actions/Liquidate.sol#L96-L99,validation-323,DUPE-Liquidate-001,,,,,
Satisfactory,validation-323,Incorrect liquidator reward calculation results in significant loss of reward,units,liquidatorreward,18 decimal debtInCollateralToken NOT used,https://github.com/code-423n4/2024-06-size/blob/main/src/libraries/actions/Liquidate.sol#L96-L99,https://github.com/code-423n4/2024-06-size/blob/main/src/libraries/actions/Liquidate.sol#L96-L99,https://github.com/code-423n4/2024-06-size/blob/main/src/libraries/actions/Liquidate.sol#L96-L99,https://github.com/code-423n4/2024-06-size/blob/main/src/libraries/actions/Liquidate.sol#L96-L99,validation-323,DUPE-Liquidate-001,,,,,
Satisfactory,validation-324,Incorrect Reward Calculation in `executeLiquidate`,units,liquidatorreward,18 decimal debtInCollateralToken NOT used,https://github.com/code-423n4/2024-06-size/blob/main/src/libraries/actions/Liquidate.sol#L96-L99,https://github.com/code-423n4/2024-06-size/blob/main/src/libraries/actions/Liquidate.sol#L96-L99,https://github.com/code-423n4/2024-06-size/blob/main/src/libraries/actions/Liquidate.sol#L96-L99,https://github.com/code-423n4/2024-06-size/blob/main/src/libraries/actions/Liquidate.sol#L96-L99,validation-323,DUPE-Liquidate-001,,,,,
Satisfactory,validation-332,LiquidatorReward is not properly calculated,units,liquidatorreward,18 decimal debtInCollateralToken NOT used,https://github.com/code-423n4/2024-06-size/blob/main/src/libraries/actions/Liquidate.sol#L96-L99,https://github.com/code-423n4/2024-06-size/blob/main/src/libraries/actions/Liquidate.sol#L96-L99,https://github.com/code-423n4/2024-06-size/blob/main/src/libraries/actions/Liquidate.sol#L96-L99,https://github.com/code-423n4/2024-06-size/blob/main/src/libraries/actions/Liquidate.sol#L96-L99,validation-323,DUPE-Liquidate-001,,,,,
Satisfactory,validation-347,Liquidator's reward are wrongly computed because they are not converted to its value worth in collateral.,units,liquidatorreward,18 decimal debtInCollateralToken NOT used,https://github.com/code-423n4/2024-06-size/blob/main/src/libraries/actions/Liquidate.sol#L96-L99,https://github.com/code-423n4/2024-06-size/blob/main/src/libraries/actions/Liquidate.sol#L96-L99,https://github.com/code-423n4/2024-06-size/blob/main/src/libraries/actions/Liquidate.sol#L96-L99,https://github.com/code-423n4/2024-06-size/blob/main/src/libraries/actions/Liquidate.sol#L96-L99,validation-323,DUPE-Liquidate-001,,,,,
Satisfactory,validation-350,Wrong `liquidatorReward` in a profitable liquidation.,units,liquidatorreward,18 decimal debtInCollateralToken NOT used,https://github.com/code-423n4/2024-06-size/blob/main/src/libraries/actions/Liquidate.sol#L96-L99,https://github.com/code-423n4/2024-06-size/blob/main/src/libraries/actions/Liquidate.sol#L96-L99,https://github.com/code-423n4/2024-06-size/blob/main/src/libraries/actions/Liquidate.sol#L96-L99,https://github.com/code-423n4/2024-06-size/blob/main/src/libraries/actions/Liquidate.sol#L96-L99,validation-323,DUPE-Liquidate-001,,,,,
Satisfactory,validation-365,"The Liquidate::liquidatorProfitCollateralToken function currently over-rewards liquidators due to combining collateral and borrow tokens, resulting in consistently high liquidator reward.",units,liquidatorreward,18 decimal debtInCollateralToken NOT used,https://github.com/code-423n4/2024-06-size/blob/main/src/libraries/actions/Liquidate.sol#L96-L99,https://github.com/code-423n4/2024-06-size/blob/main/src/libraries/actions/Liquidate.sol#L96-L99,https://github.com/code-423n4/2024-06-size/blob/main/src/libraries/actions/Liquidate.sol#L96-L99,https://github.com/code-423n4/2024-06-size/blob/main/src/libraries/actions/Liquidate.sol#L96-L99,validation-323,DUPE-Liquidate-001,,,,,
Satisfactory,validation-391,Liquidator reward is incorrectly calculated during liquidation,units,liquidatorreward,18 decimal debtInCollateralToken NOT used,https://github.com/code-423n4/2024-06-size/blob/main/src/libraries/actions/Liquidate.sol#L96-L99,https://github.com/code-423n4/2024-06-size/blob/main/src/libraries/actions/Liquidate.sol#L96-L99,https://github.com/code-423n4/2024-06-size/blob/main/src/libraries/actions/Liquidate.sol#L96-L99,https://github.com/code-423n4/2024-06-size/blob/main/src/libraries/actions/Liquidate.sol#L96-L99,validation-323,DUPE-Liquidate-001,,,,,
Satisfactory,validation-407,Normal `Liquidate` action incentives are too low due to decimals misshandling,units,liquidatorreward,18 decimal debtInCollateralToken NOT used,https://github.com/code-423n4/2024-06-size/blob/main/src/libraries/actions/Liquidate.sol#L96-L99,https://github.com/code-423n4/2024-06-size/blob/main/src/libraries/actions/Liquidate.sol#L96-L99,https://github.com/code-423n4/2024-06-size/blob/main/src/libraries/actions/Liquidate.sol#L96-L99,https://github.com/code-423n4/2024-06-size/blob/main/src/libraries/actions/Liquidate.sol#L96-L99,validation-323,DUPE-Liquidate-001,,,,,
